INDEX,/BIC/GEWTST75L,WM_LGNUM,OI_EBELN,OI_EBELP,WM_DOCNO,WM_ITEMNO,/BIC/GEWHUGUID,RECORDMODE,CALYEAR,CALMONTH,CALWEEK,CALDAY,WEEKDAY1,WM_PRODNO,WM_HUIDENT,/BIC/GEWPWAGEN,/BIC/G0WM_TU_N,WM_TUSRACT,WM_LICNUM,WM_LGPLA,/BIC/GEWTSTP00,/BIC/GEWVBELN,/BIC/GEWTSTP10,/BIC/GEWSTAT10,/BIC/GEWTSTP20,/BIC/GEWSTAT20,/BIC/GEWTSTP30,/BIC/GEWSTAT30,/BIC/GEWTSTP40,/BIC/GEWSTAT40,/BIC/GEWTSTP45,/BIC/GEWSTAT45,/BIC/GEWTSTP50,/BIC/GEWSTAT50,/BIC/GEWTSTP60,/BIC/GEWSTAT60,/BIC/GEWTSTP65,/BIC/GEWSTAT65,/BIC/GEWTSTP70,/BIC/GEWSTAT70,/BIC/GEWTSTP75,/BIC/GEWSTAT75,/BIC/GEWTSTP80,/BIC/GEWSTAT80,/BIC/GEWTSTP90,/BIC/GEWSTAT90,/BIC/GEWTSTP95,/BIC/GEWSTAT95,/BIC/GEWSTAT15,/BIC/GEWSTAT99,/BIC/GEWSTATTL,/BIC/GEWLSTAT,/BIC/GEWTSTPUP,WM_COUNT2,/BIC/GEW2030L,/BIC/GEW3040L,/BIC/GEW4045T,/BIC/GEW6565T,/BIC/GEW6575L,/BIC/GEW7080L,/BIC/GEW7575T,/BIC/GEW8090L,/BIC/GEW2080L,/BIC/GEWTST45L,/BIC/GEWTST65L,RECORD
729,0,LOCM,5100043911,10,00000000000000000000000021000000811,10,AE2340D55A031EE5B5F66AC6593995FB,,2016,201602,201607,2016-02-20,6,038105101AAROH,00000000000013941727,,000000200000000274,0,,LMWALKWL02,20160220092402,,20160220092421,3,20160220092422,3,20160219132741,3,20160219135826,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST40,20160405080804,1,-71801,1845,46,0,0,0,0,0,0,20160219135835,0,729
730,0,LOCM,5100043912,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142302,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,730
731,0,LOCM,5100043913,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142303,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,731
732,0,LOCM,5100043914,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142304,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,732
733,0,LOCM,5100043915,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142304,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,733
734,0,LOCM,5100043916,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142305,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,734
735,0,LOCM,5100043917,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142305,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,735
736,0,LOCM,5100043918,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142305,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,736
737,0,LOCM,5100043919,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142305,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,737
738,0,LOCM,5100043920,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142306,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,738
739,0,LOCM,5100043921,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142306,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,739
740,0,LOCM,5100043922,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142306,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,740
741,0,LOCM,5100043923,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142307,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,741
742,0,LOCM,5100043924,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142307,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,742
743,0,LOCM,5100043925,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142307,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,743
744,0,LOCM,5100043926,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142307,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,744
745,0,LOCM,5100043927,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142307,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,745
746,0,LOCM,5100043928,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,746
747,0,LOCM,5100043929,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,747
748,0,LOCM,5100043930,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,748
749,0,LOCM,5100043931,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,749
750,0,LOCM,5100043932,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142308,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,750
751,0,LOCM,5100043933,10,,0,00000000000000000000000000000000,,2016,201602,201608,2016-02-24,3,06K103023N,,,,0,,,20160224142309,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160224212944,1,0,0,0,0,0,0,0,0,0,0,0,751
752,0,LOCM,5100043934,10,00000000000000000000000021000000818,10,AE2340D55A031ED5A3B9A65AF2015253,,2016,201602,201608,2016-02-25,4,06H103373F ROH,00000000001000000095,,000000200000000326,541,LKW001,LMWALKWL05,20160225091844,,20160225092200,1,20160225092851,1,20160225114704,1,20160302102836,1,20160302102855,3,20160302102856,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160302102950,1,8293,513692,45,0,0,0,0,0,0,20160302102855,0,752
753,0,LOCM,5100043935,10,00000000000000000000000022000000325,10,00000000000000000000000000000000,,2016,201602,201608,2016-02-25,4,06E103403Q,,,,0,,,20160225124123,,20160225124215,2,20160302143445,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20160307145101,1,0,0,0,0,0,0,0,0,0,0,0,753
754,0,LOCM,5100043935,10,00000000000000000000000022000000325,10,AE2340D55A031ED5B7F1D279A650145D,,2016,201602,201608,2016-02-25,4,06E103403Q,00000000000013943552,,,0,,WAENGPASS1,20160225124123,,20160225124215,2,20160225124217,3,20160301092853,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160301093008,1,420396,0,0,0,0,0,0,0,0,0,0,754
755,0,LOCM,5100043935,10,00000000000000000000000022000000325,20,0A220EF637021ED5B7F219ADBADCD95C,,2016,201602,201608,2016-02-25,4,06E103403Q,00000000000013943561,,000000200000000331,551,LKW001,WAENGPASS1,20160225124123,,20160225124215,2,20160301092551,1,20160302143640,1,20160302143830,3,20160302143841,3,20160302143841,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160302143850,1,105049,110,11,0,0,0,0,0,0,20160302143841,0,755
756,0,LOCM,5100043935,10,00000000000000000000000022000000325,20,0A220EF637021ED5B7F219ADC443195C,,2016,201602,201608,2016-02-25,4,06E103403Q,00000000000013943562,,000000200000000331,551,LKW001,WAENGPASS1,20160225124123,,20160225124215,2,20160301092551,1,20160302143653,1,20160302143839,3,20160302143841,3,20160302143841,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160302143850,1,105062,106,11,0,0,0,0,0,0,20160302143841,0,756
757,0,LOCM,5100043936,10,00000000000000000000000021000000726,10,0A63B21C04021EE5A2A8E12C207DC4ED,,2016,201602,201608,2016-02-25,4,059103601CJ,00000000000013939114,,000000200000000291,531,,LMWALKWL05,20160225143803,,20160225143936,1,20160225144109,1,20160225153308,1,20160302074000,1,20160302074014,3,20160302074024,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160302074050,1,3119,490012,14,0,0,0,0,0,0,20160302074014,0,757
758,0,LOCM,5100043937,10,00000000000000000000000022000000219,20,0A220EF637021EE5B7F1D2AD7D694AFC,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013943394,,000000200000000324,507,LKW001,WAENGPASS1,20160301092012,,20160301092030,3,20160301092551,1,20160301092951,3,20160301155138,1,20160301155157,3,20160301155157,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160301155249,1,240,22907,62,0,0,0,0,0,0,20160301155157,0,758
759,0,LOCM,5100043937,10,00000000000000000000000022000000219,20,AE2340D55A031EE5B7F1D2ABA7B315FB,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013943396,,000000200000000324,507,LKW001,WAENGPASS1,20160301092012,,20160301092030,3,20160301092551,1,20160301092930,3,20160301155155,1,20160301155157,3,20160301155157,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160301155249,1,219,22945,62,0,0,0,0,0,0,20160301155157,0,759
760,0,LOCM,5100043937,10,00000000000000000000000022000000219,30,0A63B21C04021EE5B8A5969B9AF24D84,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013943801,,000000200000000357,583,LKW001,WAENGPASS1,20160301092012,,20160301092030,3,20160301092551,1,20160303151042,1,20160303155457,1,20160303155458,3,20160303155458,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303155552,1,193491,2655,92,0,0,0,0,0,0,20160303155458,0,760
761,0,LOCM,5100043938,10,00000000000000000000000022000000220,10,AE2340D55A031ED5B088ECC041FF015D,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013941023,,000000200000000299,567,LKW001,WAENGPASS1,20160301093234,,20160301093246,3,20160301093247,3,20160302211757,1,20160303133812,1,20160303133844,3,20160303133844,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303133851,1,128710,58815,32,0,0,0,0,0,0,20160303133844,0,761
762,0,LOCM,5100043938,10,00000000000000000000000022000000220,10,AE2340D55A031ED5B0E8D31277681114,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013941250,,000000200000000299,567,LKW001,WAENGPASS1,20160301093234,,20160301093246,3,20160301093247,3,20160302211821,1,20160303133816,1,20160303133844,3,20160303133844,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303133851,1,128734,58795,32,0,0,0,0,0,0,20160303133844,0,762
763,0,LOCM,5100043938,10,00000000000000000000000022000000220,10,AE2340D55A031ED5B0E902F90DC3D45D,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013941252,,000000200000000299,567,LKW001,WAENGPASS1,20160301093234,,20160301093246,3,20160301093247,3,20160302211907,1,20160303133820,1,20160303133844,3,20160303133844,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303133851,1,128780,58753,32,0,0,0,0,0,0,20160303133844,0,763
764,0,LOCM,5100043938,10,00000000000000000000000022000000220,10,AE2340D55A031ED5B187A1BA952E49D6,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013941412,,000000200000000299,567,LKW001,WAENGPASS1,20160301093234,,20160301093246,3,20160301093247,3,20160302211932,1,20160303133824,1,20160303133844,3,20160303133844,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303133851,1,128805,58732,32,0,0,0,0,0,0,20160303133844,0,764
765,0,LOCM,5100043938,10,00000000000000000000000022000000220,10,AE2340D55A031ED5B7F1D27994C6145D,,2016,201603,201609,2016-03-01,2,06E103403Q,00000000000013943551,,000000200000000299,567,LKW001,WAENGPASS1,20160301093234,,20160301093246,3,20160301093247,3,20160302211957,1,20160303133836,1,20160303133844,3,20160303133844,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303133851,1,128830,58719,32,0,0,0,0,0,0,20160303133844,0,765
766,0,LOCM,5100043939,10,00000000000000000000000022000000420,10,00000000000000000000000000000000,,2016,201603,201609,2016-03-02,3,06E103403Q,,,,0,,,20160302120201,,20160302120246,3,20160317102918,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20160830094046,1,0,0,0,0,0,0,0,0,0,0,0,766
767,0,LOCM,5100043939,10,00000000000000000000000022000000420,10,0A220EF637021ED5B8A9929F3EE0191A,,2016,201603,201609,2016-03-02,3,06E103403Q,00000000000013943831,,,0,,WAENGPASS1,20160302120201,,20160302120246,3,20160302120247,3,20160323092628,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092648,1,1805021,0,0,0,0,0,0,0,0,0,0,767
768,0,LOCM,5100043939,10,00000000000000000000000022000000420,20,AE2340D55A031ED5B7F1D2797856145D,,2016,201603,201609,2016-03-02,3,06E103403Q,00000000000013943550,,000000200000000299,567,LKW001,WAENGPASS1,20160302120201,,20160302120246,3,20160302120247,3,20160302212021,1,20160303133830,1,20160303133844,3,20160303133844,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303133851,1,33454,58689,32,0,0,0,0,0,0,20160303133844,0,768
769,0,LOCM,5100043939,10,00000000000000000000000022000000420,30,AE2340D55A031ED5B6F4873E48DA1AF5,,2016,201603,201609,2016-03-02,3,06E103403Q,00000000000013942680,,000000200000000659,877,LKW001,WAENGPASS1,20160302120201,,20160302120246,3,20160302120247,3,20160829062703,1,20160927144635,1,20160927144643,3,20160927144645,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160927144714,1,15531856,2535572,8,0,0,0,0,0,0,20160927144643,0,769
770,0,LOCM,5100043939,10,00000000000000000000000022000000420,40,AE2340D55A031ED5B9BB2EF68D07015D,,2016,201603,201609,2016-03-02,3,06E103403Q,00000000000013945028,,000000200000000660,879,LKW001,WAENGPASS1,20160302120201,,20160302120246,3,20160317102918,1,20160830094024,1,20160927145355,1,20160927145358,3,20160927145359,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160927145414,1,14339466,2438011,3,0,0,0,0,0,0,20160927145358,0,770
771,0,LOCM,5100043940,10,00000000000000000000000022000000355,10,00000000000000000000000000000000,,2016,201603,201609,2016-03-03,4,06E103403Q,,,,0,,,20160303103704,,20160303103721,3,20160303103723,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST20,20160303130751,1,0,0,0,0,0,0,0,0,0,0,0,771
772,0,LOCM,5100043940,10,00000000000000000000000022000000355,10,0A220EF637021EE5B88DDB06B15FC602,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943692,,,0,,WAENGPASS1,20160303103704,,20160303103721,3,20160303103723,3,20160323092905,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092948,1,1723902,0,0,0,0,0,0,0,0,0,0,772
773,0,LOCM,5100043940,10,00000000000000000000000022000000355,10,0A220EF637021EE5B88DDB06BA6C0602,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943693,,,0,,WAENGPASS1,20160303103704,,20160303103721,3,20160303103723,3,20160323092851,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092948,1,1723888,0,0,0,0,0,0,0,0,0,0,773
774,0,LOCM,5100043940,10,00000000000000000000000022000000355,10,0A220EF637021EE5B88DDB06C54E4602,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943694,,,0,,WAENGPASS1,20160303103704,,20160303103721,3,20160303103723,3,20160323092830,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092848,1,1723867,0,0,0,0,0,0,0,0,0,0,774
775,0,LOCM,5100043940,10,00000000000000000000000022000000355,10,0A220EF637021EE5B88DDB06D0998602,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943695,,,0,,WAENGPASS1,20160303103704,,20160303103721,3,20160303103723,3,20160323092815,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092848,1,1723852,0,0,0,0,0,0,0,0,0,0,775
776,0,LOCM,5100043940,10,00000000000000000000000022000000355,10,0A63B21C04021EE5B8A5969B79630D84,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943799,,,0,,WAENGPASS1,20160303103704,,20160303103721,3,20160303103723,3,20160323092750,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092848,1,1723827,0,0,0,0,0,0,0,0,0,0,776
777,0,LOCM,5100043940,10,00000000000000000000000022000000355,10,0A63B21C04021EE5B8A5969B8BD58D84,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943800,,,0,,WAENGPASS1,20160303103704,,20160303103721,3,20160303103723,3,20160323092730,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092748,1,1723807,0,0,0,0,0,0,0,0,0,0,777
778,0,LOCM,5100043941,10,00000000000000000000000022000000238,20,0A63B21C04021EE5B8A5C0D49C834D84,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943807,,000000200000000300,569,LKW001,WAENGPASS1,20160303104049,,20160303104100,3,20160303105327,1,20160303110551,3,20160303153848,1,20160303154212,1,20160303154212,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303154251,1,744,16377,7388,0,0,0,0,0,0,20160303154212,0,778
779,0,LOCM,5100043941,10,00000000000000000000000022000000238,20,AE2340D55A031ED5B8A5D16F17D90DE7,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943813,,000000200000000300,569,LKW001,WAENGPASS1,20160303104049,,20160303104100,3,20160303105327,1,20160303110610,3,20160303153853,1,20160303154212,1,20160303154212,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303154251,1,763,16363,7388,0,0,0,0,0,0,20160303154212,0,779
780,0,LOCM,5100043941,10,00000000000000000000000022000000238,20,AE2340D55A031ED5B8A5D16F2E040DE7,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943814,,000000200000000300,569,LKW001,WAENGPASS1,20160303104049,,20160303104100,3,20160303105327,1,20160303110620,3,20160303153857,1,20160303154212,1,20160303154212,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303154251,1,773,16357,7388,0,0,0,0,0,0,20160303154212,0,780
781,0,LOCM,5100043941,10,00000000000000000000000022000000238,20,AE2340D55A031ED5B8A5D16F3CB54DE7,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943815,,000000200000000300,569,LKW001,WAENGPASS1,20160303104049,,20160303104100,3,20160303105327,1,20160303110723,3,20160303153903,1,20160303154212,1,20160303154212,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303154251,1,836,16300,7388,0,0,0,0,0,0,20160303154212,0,781
782,0,LOCM,5100043941,10,00000000000000000000000022000000238,30,0A220EF637021ED5B8A9929EEB3CD91A,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943828,,000000200000000356,581,LKW001,WAENGPASS1,20160303104049,,20160303104100,3,20160303105327,1,20160303154103,1,20160303155237,3,20160303155239,3,20160303155240,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303155251,1,17256,694,21,0,0,0,0,0,0,20160303155239,0,782
783,0,LOCM,5100043941,10,00000000000000000000000022000000238,40,AE2340D55A031ED5B8A5D16F574B8DE7,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943817,,000000200000000357,583,LKW001,WAENGPASS1,20160303104049,,20160303104100,3,20160303105327,1,20160303154103,1,20160303155326,3,20160303155458,1,20160303155458,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303155552,1,17256,743,92,0,0,0,0,0,0,20160303155458,0,783
784,0,LOCM,5100043941,10,00000000000000000000000022000000238,50,AE2340D55A031ED5B8A5D16F4AFB0DE7,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943816,,000000200000000358,585,LKW001,WAENGPASS1,20160303104049,,20160303104100,3,20160303105327,1,20160303154103,1,20160303155516,3,20160303155605,2,20160303155613,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303155615,1,17256,853,49,0,0,0,0,0,0,20160303155605,0,784
785,0,LOCM,5100043942,10,00000000000000000000000022000000240,10,0A220EF637021ED5B8A9929F3404191A,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943830,,,0,,WAENGPASS1,20160303141747,,20160303143009,1,20160303143213,1,20160323092643,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092648,1,1709670,0,0,0,0,0,0,0,0,0,0,785
786,0,LOCM,5100043943,10,00000000000000000000000022000000356,10,0A220EF637021ED5B8A9929F2704991A,,2016,201603,201609,2016-03-03,4,06E103403Q,00000000000013943829,,,0,,WAENGPASS1,20160303141831,,20160303143009,1,20160303143213,1,20160323092700,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST30,20160323092748,1,1709687,0,0,0,0,0,0,0,0,0,0,786
787,0,LOCM,5100043944,10,00000000000000000000000021000000763,10,0A63B21C04021ED5B8918683D31D189B,,2016,201603,201609,2016-03-03,4,06K103403AE,00000000000013943734,,000000200000000404,657,LKW001,LMWALKWL03,20160303143119,,20160303143159,3,20160307121841,1,20160311084315,1,20160311092516,1,20160311092518,3,20160311092518,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160311092538,1,332674,2521,6,0,0,0,0,0,0,20160311092518,0,787
788,0,LOCM,5100043945,10,00000000000000000000000021000000942,10,0A63B21C04021ED5B8918683C7E4989B,,2016,201603,201609,2016-03-03,4,06K103403AE,00000000000013943733,,000000200000000345,609,LKW001,LMWALKWR02,20160303143120,,20160303143158,3,20160303143159,3,20160304071328,1,20160307100116,1,20160307100117,3,20160307100118,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160307100202,1,60089,269268,6,0,0,0,0,0,0,20160307100117,0,788
789,0,LOCM,5100043946,10,,0,00000000000000000000000000000000,,2016,201603,201609,2016-03-03,4,06K103403AE,,,,0,,,20160303143120,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160303213751,1,0,0,0,0,0,0,0,0,0,0,0,789
790,0,LOCM,5100043947,10,,0,00000000000000000000000000000000,,2016,201603,201609,2016-03-03,4,06K103403AE,,,,0,,,20160303143121,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160303213751,1,0,0,0,0,0,0,0,0,0,0,0,790
791,0,LOCM,5100043948,10,00000000000000000000000021000000944,10,00000000000000000000000000000000,,2016,201603,201609,2016-03-03,4,06H103023L,,,,0,,,20160303151520,,20160303151544,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160303222151,1,0,0,0,0,0,0,0,0,0,0,0,791
792,0,LOCM,5100043949,10,00000000000000000000000021000000943,10,00000000000000000000000000000000,,2016,201603,201609,2016-03-03,4,06H103023L,,,,0,,,20160303151520,,20160303151544,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160303222151,1,0,0,0,0,0,0,0,0,0,0,0,792
793,0,LOCM,5100043950,10,00000000000000000000000021000000765,10,00000000000000000000000000000000,,2016,201603,201609,2016-03-03,4,06H103023L,,,,0,,,20160303151520,,20160303151544,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20160303222151,1,0,0,0,0,0,0,0,0,0,0,0,793
794,0,LOCM,5100043951,10,00000000000000000000000021000000945,10,AE2340D55A031ED5B2D70196020DC15D,,2016,201603,201609,2016-03-03,4,06H103023L,00000000001000001764,,000000200000000359,587,LKW001,LMWALKWR01,20160303152218,,20160303152243,3,20160303152244,3,20160303152529,3,20160303160104,1,20160303160517,1,20160303160517,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303222851,1,165,2135,253,0,0,0,0,0,0,20160303160517,0,794
795,0,LOCM,5100043952,10,00000000000000000000000021000000850,10,AE2340D55A031ED5B2D701963087415D,,2016,201603,201609,2016-03-03,4,06H103023L,00000000001000001768,,000000200000000359,587,LKW001,LMWALKWR01,20160303152219,,20160303152244,3,20160303152245,3,20160303152544,3,20160303160512,1,20160303160517,3,20160303160517,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303222851,1,179,2368,253,0,0,0,0,0,0,20160303160517,0,795
796,0,LOCM,5100043953,10,00000000000000000000000021000000849,10,AE2340D55A031ED5B2D701960CDD415D,,2016,201603,201609,2016-03-03,4,06H103023L,00000000001000001765,,000000200000000359,587,LKW001,LMWALKWR01,20160303152219,,20160303152244,3,20160303152245,3,20160303152614,3,20160303160508,1,20160303160517,3,20160303160517,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160303222851,1,209,2334,253,0,0,0,0,0,0,20160303160517,0,796
