INDEX,/BIC/GEWTST75L,WM_LGNUM,OI_EBELN,OI_EBELP,WM_DOCNO,WM_ITEMNO,/BIC/GEWHUGUID,RECORDMODE,CALYEAR,CALMONTH,CALWEEK,CALDAY,WEEKDAY1,WM_PRODNO,WM_HUIDENT,/BIC/GEWPWAGEN,/BIC/G0WM_TU_N,WM_TUSRACT,WM_LICNUM,WM_LGPLA,/BIC/GEWTSTP00,/BIC/GEWVBELN,/BIC/GEWTSTP10,/BIC/GEWSTAT10,/BIC/GEWTSTP20,/BIC/GEWSTAT20,/BIC/GEWTSTP30,/BIC/GEWSTAT30,/BIC/GEWTSTP40,/BIC/GEWSTAT40,/BIC/GEWTSTP45,/BIC/GEWSTAT45,/BIC/GEWTSTP50,/BIC/GEWSTAT50,/BIC/GEWTSTP60,/BIC/GEWSTAT60,/BIC/GEWTSTP65,/BIC/GEWSTAT65,/BIC/GEWTSTP70,/BIC/GEWSTAT70,/BIC/GEWTSTP75,/BIC/GEWSTAT75,/BIC/GEWTSTP80,/BIC/GEWSTAT80,/BIC/GEWTSTP90,/BIC/GEWSTAT90,/BIC/GEWTSTP95,/BIC/GEWSTAT95,/BIC/GEWSTAT15,/BIC/GEWSTAT99,/BIC/GEWSTATTL,/BIC/GEWLSTAT,/BIC/GEWTSTPUP,WM_COUNT2,/BIC/GEW2030L,/BIC/GEW3040L,/BIC/GEW4045T,/BIC/GEW6565T,/BIC/GEW6575L,/BIC/GEW7080L,/BIC/GEW7575T,/BIC/GEW8090L,/BIC/GEW2080L,/BIC/GEWTST45L,/BIC/GEWTST65L,RECORD
65,0,LOCM,5100043063,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023AK,,,,0,,,20151120095205,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,65
66,0,LOCM,5100043064,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023AK,,,,0,,,20151120095206,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,66
67,0,LOCM,5100043065,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023AK,,,,0,,,20151120095206,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,67
68,0,LOCM,5100043066,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023AS,,,,0,,,20151120095206,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,68
69,0,LOCM,5100043067,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023AS,,,,0,,,20151120095207,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,69
70,0,LOCM,5100043068,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023AS,,,,0,,,20151120095207,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,70
71,0,LOCM,5100043069,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023AS,,,,0,,,20151120095207,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,71
72,0,LOCM,5100043070,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023CM,,,,0,,,20151120095207,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,72
73,0,LOCM,5100043071,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023CM,,,,0,,,20151120095208,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,73
74,0,LOCM,5100043072,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023CM,,,,0,,,20151120095208,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,74
75,0,LOCM,5100043073,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023CM,,,,0,,,20151120095208,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,75
76,0,LOCM,5100043074,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023DA,,,,0,,,20151120095208,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,76
77,0,LOCM,5100043075,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023DA,,,,0,,,20151120095209,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,77
78,0,LOCM,5100043076,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023DA,,,,0,,,20151120095209,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,78
79,0,LOCM,5100043077,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06E103023DA,,,,0,,,20151120095209,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105212,1,0,0,0,0,0,0,0,0,0,0,0,79
80,0,LOCM,5100043078,10,00000000000000000000000021000000088,20,0A63B21C04021ED5A2C0DD4B4214D84D,,2015,201511,201547,2015-11-20,5,06H103373F ROH,00000000000013939214,,000000200000000023,125,CSU-001,LMWALKWL04,20151120095210,0189593289,20151125153832,1,20151125153834,3,20151125165419,1,20151126115606,1,20151126115607,3,20151126115608,3,0,,0,,0,,0,,0,,0,,20151126120110,1,,,1,ST95,20151126120125,1,4545,68507,8,0,0,0,0,0,0,20151126115607,0,80
81,0,LOCM,5100043079,10,00000000000000000000000021000000207,10,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06H103373F ROH,,,,0,,,20151120095210,,20151125153829,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151125153924,1,0,0,0,0,0,0,0,0,0,0,0,81
82,0,LOCM,5100043080,10,00000000000000000000000021000000210,10,0A63B21C04021ED5A2C0DD4B4D3A984D,,2015,201511,201547,2015-11-20,5,06H103373F ROH,00000000000013939215,,000000200000000566,841,LKW6081201,LMWALKWL02,20151120095210,,20151125153829,1,20151125153834,3,20160608094810,1,20160608100116,3,20160608100407,1,20160608100407,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20160608100442,1,16913376,786,171,0,0,0,0,0,0,20160608100407,0,82
83,0,LOCM,5100043081,10,00000000000000000000000021000000087,10,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06H103373F ROH,,,,0,,,20151120095210,,20151125153832,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST10,20151125153924,1,0,0,0,0,0,0,0,0,0,0,0,83
84,0,LOCM,5100043082,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06H145713D,,,,0,,,20151120095211,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,84
85,0,LOCM,5100043083,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06H145713D,,,,0,,,20151120095211,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160223122842,1,0,0,0,0,0,0,0,0,0,0,0,85
86,0,LOCM,5100043084,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06H145713D,,,,0,,,20151120095211,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20160223122842,1,0,0,0,0,0,0,0,0,0,0,0,86
87,0,LOCM,5100043085,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06H145713D,,,,0,,,20151120095212,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,87
88,0,LOCM,5100043086,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J105266P,,,,0,,,20151120095212,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,88
89,0,LOCM,5100043087,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J105266P,,,,0,,,20151120095212,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,89
90,0,LOCM,5100043088,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J105266P,,,,0,,,20151120095213,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,90
91,0,LOCM,5100043089,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J105266P,,,,0,,,20151120095213,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,91
92,0,LOCM,5100043090,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J141015H,,,,0,,,20151120095213,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,92
93,0,LOCM,5100043091,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J141015H,,,,0,,,20151120095214,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,93
94,0,LOCM,5100043092,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J141015H,,,,0,,,20151120095214,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,94
95,0,LOCM,5100043093,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J141015R,,,,0,,,20151120095214,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,95
96,0,LOCM,5100043094,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J141015R,,,,0,,,20151120095215,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,96
97,0,LOCM,5100043095,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J141015R,,,,0,,,20151120095215,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,97
98,0,LOCM,5100043096,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J141015R,,,,0,,,20151120095215,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,98
99,0,LOCM,5100043097,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713F,,,,0,,,20151120095216,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,99
100,0,LOCM,5100043098,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713F,,,,0,,,20151120095216,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,100
101,0,LOCM,5100043099,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713F,,,,0,,,20151120095216,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,101
102,0,LOCM,5100043100,10,,0,00000000000000000000000000000000,,2015,201511,201547,2015-11-20,5,06J145713F,,,,0,,,20151120095216,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151120105311,1,0,0,0,0,0,0,0,0,0,0,0,102
103,20151119075659,LOCM,5100043101,10,00000000000000000000000021000000108,10,0A63B21C04021ED5A28F91EB3C0585A3,,2015,201511,201546,2015-11-11,3,03L141016S,00000000000013938945,PLAT000013,000000200000000002,3,LKW002,LMWALKWL01,20151111141756,0189592955,20151111141901,3,20151111141903,3,20151111153249,1,20151111154007,1,20151111154023,3,20151111154023,3,20151112101124,1,20151112101124,3,20151112101125,3,20151119075639,1,0,,0,,0,,,,1,ST75,20151119075710,1,4426,438,16,9,596715,0,20,0,0,20151111154023,20151112101133,103
104,20151119075659,LOCM,5100043101,10,00000000000000000000000021000000108,10,AE2340D55A031EE5A28FBE24D4E24046,,2015,201511,201546,2015-11-11,3,03L141016S,00000000000013938947,PLAT000014,000000200000000002,3,LKW002,LMWALKWL01,20151111141756,0189592955,20151111141901,3,20151111141903,3,20151111153339,1,20151111154018,1,20151111154023,3,20151111154023,3,20151112101133,1,20151112101133,3,20151112101133,3,20151119075659,1,20151119075710,3,0,,0,,,,1,ST80,20151119075710,1,4476,399,16,9,596726,596737,20,0,668287,20151111154023,20151112101133,104
105,0,LOCM,5100043102,10,00000000000000000000000021000000022,10,0A63B21C04021EE5A289359F782784A1,,2015,201511,201546,2015-11-12,4,06K103403S,00000000000013939031,,000000200000000005,9,LKW007,LMWALKWL04,20151112075527,,20151112075718,3,20151112075726,3,20151112081915,1,20151112090010,1,20151112090043,3,20151112090044,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151112090140,1,1309,2455,33,0,0,0,0,0,0,20151112090043,0,105
106,0,LOCM,5100043103,10,00000000000000000000000021000000023,10,0A63B21C04021EE5A289359F6036C4A1,,2015,201511,201546,2015-11-12,4,06K103403S,00000000000013939029,,000000200000000005,9,LKW007,LMWALKWL04,20151112075530,,20151112075719,3,20151112075727,3,20151112082203,1,20151112090015,1,20151112090043,3,20151112090044,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151112090140,1,1476,2292,33,0,0,0,0,0,0,20151112090043,0,106
107,0,LOCM,5100043104,10,00000000000000000000000021000000019,10,0A63B21C04021EE5A289359F6C8244A1,,2015,201511,201546,2015-11-12,4,06K103403S,00000000000013939030,,000000200000000005,9,LKW007,LMWALKWL04,20151112075531,,20151112075718,3,20151112075725,3,20151112082408,1,20151112090025,1,20151112090043,3,20151112090044,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151112090140,1,1603,2177,33,0,0,0,0,0,0,20151112090043,0,107
108,0,LOCM,5100043105,10,00000000000000000000000021000000021,10,0A63B21C04021EE5A289359F52C304A1,,2015,201511,201546,2015-11-12,4,06K103403S,00000000000013939028,,000000200000000005,9,LKW007,LMWALKWL04,20151112075531,,20151112075718,3,20151112075725,3,20151112082443,1,20151112090021,1,20151112090043,3,20151112090044,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151112090140,1,1638,2138,33,0,0,0,0,0,0,20151112090043,0,108
109,0,LOCM,5100043106,10,00000000000000000000000021000000020,10,0A63B21C04021EE5A289359F3D1284A1,,2015,201511,201546,2015-11-12,4,06K103403S,00000000000013939027,,000000200000000005,9,LKW007,LMWALKWL04,20151112075531,,20151112075718,3,20151112075726,3,20151112082542,1,20151112090036,1,20151112090043,3,20151112090044,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151112090140,1,1696,2094,33,0,0,0,0,0,0,20151112090043,0,109
110,20151112131427,LOCM,5100043107,10,00000000000000000000000022000000000,10,0A63B21C04021EE5A2896E529E66DE62,,2015,201511,201546,2015-11-12,4,06H103023S,00000000000013939040,PLAT000088,000000200000000004,7,LKW001,WAENGPASS1,20151112075620,0189592964,20151112075718,3,20151112075725,3,20151112081038,1,20151112084333,1,20151112084430,3,20151112084431,3,20151112130825,1,20151112130825,3,20151112130825,3,20151112131421,1,20151112131524,3,0,,0,,,,1,ST80,20151112131541,1,793,1975,79,52,356,419,22,0,19079,20151112084430,20151112130840,110
111,20151112131427,LOCM,5100043108,10,00000000000000000000000022000000001,10,0A63B21C04021EE5A2896E5291215E62,,2015,201511,201546,2015-11-12,4,06H103023S,00000000000013939039,PLAT000088,000000200000000004,7,LKW001,WAENGPASS1,20151112075620,0189592966,20151112075718,3,20151112075726,3,20151112081151,1,20151112084339,1,20151112084430,3,20151112084431,3,20151112130810,1,20151112130810,3,20151112130810,3,20151112131414,1,20151112131524,3,0,,0,,,,1,ST80,20151112131541,1,865,1908,79,52,364,434,22,0,19078,20151112084430,20151112130840,111
112,20151112131427,LOCM,5100043109,10,00000000000000000000000022000000101,10,0A63B21C04021EE5A2896E52AC745E62,,2015,201511,201546,2015-11-12,4,06H103023S,00000000000013939041,PLAT000088,000000200000000004,7,LKW001,WAENGPASS1,20151112075620,0189592967,20151112075725,3,20151112075729,3,20151112081416,1,20151112084425,1,20151112084430,3,20151112084431,3,20151112130840,1,20151112130840,3,20151112130840,3,20151112131427,1,20151112131524,3,0,,0,,,,1,ST80,20151112131541,1,1007,1809,79,52,347,404,22,0,19075,20151112084430,20151112130840,112
113,20151112131427,LOCM,5100043110,10,00000000000000000000000022000000100,10,0A63B21C04021EE5A2896E5282C29E62,,2015,201511,201546,2015-11-12,4,06H103023S,00000000000013939038,PLAT000088,000000200000000004,7,LKW001,WAENGPASS1,20151112075621,0189592965,20151112075725,3,20151112075728,3,20151112081324,1,20151112084311,1,20151112084430,3,20151112084431,3,20151112130748,1,20151112130748,3,20151112130749,3,20151112131405,1,20151112131524,3,0,,0,,X,,4,ST15,20151120101513,1,956,1787,79,52,377,455,22,0,19076,20151112084430,20151112130840,113
114,20151112132042,LOCM,5100043111,10,00000000000000000000000021000000113,10,0A63B21C04021ED5A289BC346AA45D2C,,2015,201511,201546,2015-11-12,4,04L105266B,00000000000013939069,PLAT000088,000000200000000006,11,MOX555,LMWALKWL05,20151112075700,,20151112075725,3,20151112075727,3,20151112082716,1,20151112090312,1,20151112090358,3,20151112090358,3,20151112131708,1,20151112131708,3,20151112131708,3,20151112132033,3,0,,0,,0,,,,1,ST75,20151206132542,1,1789,2156,54,37,205,0,36,0,0,20151112090358,20151112131720,114
115,20151112132042,LOCM,5100043112,10,00000000000000000000000021000000116,10,0A63B21C04021ED5A289BC33A6325D2C,,2015,201511,201546,2015-11-12,4,04L105266B,00000000000013939066,PLAT000088,000000200000000006,11,MOX555,LMWALKWL05,20151112075700,,20151112075725,3,20151112075727,3,20151112082857,1,20151112090348,1,20151112090358,3,20151112090358,3,20151112131643,1,20151112131643,3,20151112131645,3,20151112132042,3,20151127091734,1,0,,0,,,,1,ST80,20151206132542,1,1890,2091,54,37,239,1281649,36,0,1300807,20151112090358,20151112131720,115
116,20151112132042,LOCM,5100043113,10,00000000000000000000000021000000114,10,0A63B21C04021ED5A289BC3477CA9D2C,,2015,201511,201546,2015-11-12,4,04L105266B,00000000000013939070,PLAT000088,000000200000000006,11,MOX555,LMWALKWL05,20151112075700,,20151112075725,3,20151112075727,3,20151112083507,1,20151112090308,1,20151112090358,3,20151112090358,3,20151112131720,1,20151112131720,3,20151112131720,3,20151112132006,3,0,,0,,0,,,,1,ST75,20151206132542,1,2260,1681,54,37,166,0,36,0,0,20151112090358,20151112131720,116
117,20151112132042,LOCM,5100043114,10,00000000000000000000000021000000111,10,0A63B21C04021ED5A289BC345CD05D2C,,2015,201511,201546,2015-11-12,4,04L105266B,00000000000013939068,PLAT000088,000000200000000006,11,MOX555,LMWALKWL05,20151112075700,,20151112075725,3,20151112075727,3,20151112083336,1,20151112090338,1,20151112090358,3,20151112090358,3,20151112131703,1,20151112131703,3,20151112131703,3,20151112132038,3,0,,0,,0,,,,1,ST75,20151206132542,1,2169,1802,54,37,215,0,36,0,0,20151112090358,20151112131720,117
118,20151112132042,LOCM,5100043115,10,00000000000000000000000021000000112,10,0A63B21C04021ED5A289BC344DCDDD2C,,2015,201511,201546,2015-11-12,4,04L105266B,00000000000013939067,PLAT000088,000000200000000006,11,MOX555,LMWALKWL05,20151112075701,,20151112075725,3,20151112075727,3,20151112083635,1,20151112090316,1,20151112090358,3,20151112090358,3,20151112131712,1,20151112131712,3,20151112131712,3,20151112132024,3,0,,0,,0,,,,1,ST75,20151206132542,1,2348,1601,54,37,192,0,36,0,0,20151112090358,20151112131720,118
119,20151112132042,LOCM,5100043116,10,00000000000000000000000021000000115,10,0A63B21C04021ED5A289BC348658DD2C,,2015,201511,201546,2015-11-12,4,04L105266B,00000000000013939071,PLAT000088,000000200000000006,11,MOX555,LMWALKWL05,20151112075701,,20151112075725,3,20151112075729,3,20151112083737,1,20151112090304,1,20151112090358,3,20151112090358,3,20151112131716,1,20151112131716,3,20151112131716,3,20151112132013,3,0,,0,,0,,,,1,ST75,20151206132542,1,2408,1527,54,37,177,0,36,0,0,20151112090358,20151112131720,119
120,20151201102741,LOCM,5100043117,10,00000000000000000000000021000000094,10,AE2340D55A031EE5A2C63765B1ADC046,,2015,201511,201546,2015-11-12,4,03L105266DE,00000000000013939261,PLAT000001,000000200000000026,141,LKW-002,LMWALKWL05,20151112094252,0189593293,20151125153836,1,20151125153838,3,20151125165639,1,20151126125100,1,20151126125108,3,20151126125108,3,20151201100848,1,20151201100848,3,0,,20151201102741,,0,,0,,0,,,,1,ST75,20151201102832,1,4681,71661,31,0,1133,0,0,0,0,20151126125108,20151201100848,120
121,0,LOCM,5100043118,10,00000000000000000000000021000000024,10,0A63B21C04021ED5A1F6E4EF1AD48193,,2015,201511,201546,2015-11-12,4,04L103373E ROH,00000000000013938999,,000000200000000051,21,ZSO-001,LMWALKWL02,20151112102846,,20151112102919,3,20151112121403,1,20151112124526,1,20151112125858,1,20151112130025,3,20151112130025,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151112130042,1,1883,812,87,0,0,0,0,0,0,20151112130025,0,121
122,0,LOCM,5100043119,10,00000000000000000000000021000000120,10,0A63B21C04021ED5A1F6E4EF342FC193,,2015,201511,201546,2015-11-12,4,04L103373E ROH,00000000000013939000,,000000200000000051,21,ZSO-001,LMWALKWL02,20151112102847,,20151112102919,3,20151112121403,1,20151112125232,1,20151112130021,1,20151112130025,3,20151112130025,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151112130042,1,2309,469,87,0,0,0,0,0,0,20151112130025,0,122
123,0,LOCM,5100043120,10,,0,00000000000000000000000000000000,,2015,201511,201546,2015-11-13,5,03L105266DL,,,,0,,,20151113085048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151113095146,1,0,0,0,0,0,0,0,0,0,0,0,123
124,0,LOCM,5100043121,10,,0,00000000000000000000000000000000,,2015,201511,201546,2015-11-13,5,03L105266DL,,,,0,,,20151113085049,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151113095146,1,0,0,0,0,0,0,0,0,0,0,0,124
125,0,LOCM,5100043122,10,,0,00000000000000000000000000000000,,2015,201511,201546,2015-11-13,5,03L105266DL,,,,0,,,20151113085050,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151113095146,1,0,0,0,0,0,0,0,0,0,0,0,125
126,0,LOCM,5100043123,10,,0,00000000000000000000000000000000,,2015,201511,201546,2015-11-13,5,03L105266DL,,,,0,,,20151113085050,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST00,20151113095146,1,0,0,0,0,0,0,0,0,0,0,0,126
127,0,LOCM,5100043124,10,00000000000000000000000021000000031,10,0A63B21C04021ED5A1F5BAE0B690984D,,2015,201511,201546,2015-11-13,5,06K103403AE,00000000000013938972,,000000200000000054,27,ZSO-002,LMWALKWL06,20151113085624,,20151113085644,3,20151113085645,3,20151113090825,1,20151113091343,1,20151113091349,3,20151113091350,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151113095700,1,700,318,6,0,0,0,0,0,0,20151113091349,0,127
128,0,LOCM,5100043126,10,00000000000000000000000021000000040,10,AE2340D55A031ED5A2AB2258F9E01A17,,2015,201511,201547,2015-11-16,1,04L105266C,00000000001000000014,,000000200000000072,75,,LMWALKWL06,20151116072603,,20151116072636,3,20151116072641,3,20151116073022,3,20151117163310,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,1,ST40,20151118131008,1,221,118968,0,0,0,0,0,0,0,0,0,128
129,20151116100451,LOCM,5100043127,10,00000000000000000000000021000000134,10,0A63B21C04021ED5A2AADDA2BE47CCB2,,2015,201511,201547,2015-11-16,1,04L105266C,00000000000013939121,PLAT000005,000000200000000060,39,HET-004,LMWALKWL05,20151116072604,0189593039,20151116072637,3,20151116072641,3,20151116073240,1,20151116073254,3,20151116073255,3,20151116073255,3,20151116094145,1,20151116094145,3,20151116094145,3,20151116100451,1,20151116101904,1,0,,0,,,,1,ST80,20151116102000,1,359,14,1,0,1386,2239,0,0,10343,20151116073255,20151116094145,129
130,0,LOCM,5100043128,10,00000000000000000000000021000000132,10,AE2340D55A031EE5A2ABD5314354DC7E,,2015,201511,201547,2015-11-16,1,04L105266C,00000000000013939125,,000000200000000015,69,,LMWALKWL06,20151116072604,,20151116072636,3,20151116072641,3,20151116073341,1,20151119072859,1,20151119072933,3,20151119072933,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151119073010,1,420,258918,34,0,0,0,0,0,0,20151119072933,0,130
131,0,LOCM,5100043130,10,00000000000000000000000021000000041,10,0A63B21C04021EE5A1F5B9590DEF8BBF,,2015,201511,201547,2015-11-16,1,03L105266DF,00000000000125820473,,000000200000000065,49,,LMWALKWL04,20151116073701,,20151116073728,3,20151116073729,3,20151116113814,1,20151123104235,1,20151124131948,1,20151124131948,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151124132021,1,14445,601461,697931,0,0,0,0,0,0,20151124131948,0,131
132,0,LOCM,5100043130,10,00000000000000000000000021000000041,20,AE2340D55A031ED5A2C01D8B061CC665,,2015,201511,201547,2015-11-16,1,03L105266DF,00000000001000000016,,000000200000000064,47,HET-007,LMWALKWL04,20151116073701,,20151116073728,3,20151116073729,3,20151116073849,3,20151116073931,3,20151116073933,3,20151116073933,3,0,,0,,0,,0,,0,,0,,0,,,,1,ST50,20151118131008,1,80,42,2,0,0,0,0,0,0,20151116073933,0,132
